time,id,latitude,longitude,counter
0,226,-22.919319,-43.221252,0
1,422,-22.923943,-43.177799,0
1,512,-22.960569,-43.206589,0
1,426,-22.950306,-43.176529,0
1,650,-22.8951,-43.256,0
1,226,-22.919319,-43.221252,0
1,422,-22.923943,-43.177799,0
1,512,-22.960569,-43.206589,0
1,426,-22.950306,-43.176529,0
1,650,-22.8951,-43.256,0
1,650,-22.8951,-43.256,0
1,650,-22.8951,-43.256,0
1,650,-22.8951,-43.256,0
1,650,-22.8951,-43.256,0
1,650,-22.8951,-43.256,0
