0, 1571862064882, 1571862064914, 1571862065683, 801, 769, 32
1, 1571862135038, 1571862135058, 1571862135818, 780, 760, 20
2, 1571862170158, 1571862170176, 1571862170515, 357, 339, 18
3, 1571862240285, 1571862240305, 1571862241625, 1340, 1320, 20
4, 1571862310489, 1571862310505, 1571862311901, 1412, 1396, 16
5, 1571862345597, 1571862345614, 1571862347196, 1599, 1582, 17
6, 1571862414817, 1571862414832, 1571862416734, 1917, 1902, 15
7, 1571862486017, 1571862486036, 1571862487292, 1275, 1256, 19
8, 1571862556233, 1571862556261, 1571862556849, 616, 588, 28
9, 1571862591393, 1571862591411, 1571862591939, 546, 528, 18
10, 1571862625475, 1571862625504, 1571862625971, 496, 467, 29
11, 1571863153261, 1571863153290, 1571863154404, 1143, 1114, 29
12, 1571863188404, 1571863188438, 1571863189440, 1036, 1002, 34
13, 1571863258685, 1571863258714, 1571863259580, 895, 866, 29
14, 1571863329057, 1571863329085, 1571863329602, 545, 517, 28
15, 1571863399351, 1571863399385, 1571863399785, 434, 400, 34
16, 1571863434569, 1571863434592, 1571863434751, 182, 159, 23
17, 1571863504869, 1571863504898, 1571863506051, 1182, 1153, 29
18, 1571863575193, 1571863575224, 1571863576194, 1001, 970, 31
19, 1571863610376, 1571863610405, 1571863610995, 619, 590, 29
20, 1571863680824, 1571863680864, 1571863681209, 385, 345, 40
21, 1571863751228, 1571863751257, 1571863752230, 1002, 973, 29
22, 1571863821646, 1571863821677, 1571863822319, 673, 642, 31
23, 1571863856795, 1571863856824, 1571863857456, 661, 632, 29
24, 1571863927254, 1571863927277, 1571863928611, 1357, 1334, 23
25, 1571863997591, 1571863997622, 1571863998041, 450, 419, 31
26, 1571864032761, 1571864032796, 1571864033148, 387, 352, 35
27, 1571864103162, 1571864103192, 1571864104138, 976, 946, 30
