0, 1571862156125, 1571862156146, 1571862157731, 1606, 1585, 21
1, 1571862216225, 1571862216256, 1571862217670, 1445, 1414, 31
2, 1571862276404, 1571862276432, 1571862277971, 1567, 1539, 28
3, 1571862349617, 1571862349644, 1571862350784, 1167, 1140, 27
4, 1571862489036, 1571862489064, 1571862489902, 866, 838, 28
5, 1571862842071, 1571862842086, 1571862843043, 972, 957, 15
6, 1571862902250, 1571862902278, 1571862903152, 902, 874, 28
7, 1571862962472, 1571862962501, 1571862963196, 724, 695, 29
8, 1571863022649, 1571863022678, 1571863023233, 584, 555, 29
9, 1571863082925, 1571863082953, 1571863083377, 452, 424, 28
10, 1571863143169, 1571863143198, 1571863143452, 283, 254, 29
11, 1571863203494, 1571863203521, 1571863204462, 968, 941, 27
12, 1571863263736, 1571863263767, 1571863264639, 903, 872, 31
13, 1571863324025, 1571863324053, 1571863324611, 586, 558, 28
14, 1571863399387, 1571863399419, 1571863399864, 477, 445, 32
15, 1571863521999, 1571863522030, 1571863522868, 869, 838, 31
16, 1571863585232, 1571863585261, 1571863585998, 766, 737, 29
17, 1571863645625, 1571863645652, 1571863646161, 536, 509, 27
18, 1571863705943, 1571863705972, 1571863707356, 1413, 1384, 29
19, 1571863766272, 1571863766304, 1571863767229, 957, 925, 32
20, 1571863826681, 1571863826708, 1571863827310, 629, 602, 27
21, 1571863886967, 1571863886996, 1571863887629, 662, 633, 29
22, 1571863947295, 1571863947324, 1571863947974, 679, 650, 29
23, 1571864007631, 1571864007662, 1571864008065, 434, 403, 31
24, 1571864067986, 1571864068016, 1571864069373, 1387, 1357, 30
25, 1571864128321, 1571864128351, 1571864129341, 1020, 990, 30
