0, 1571862063806, 1571862063882, 1571862064428, 622, 546, 76
1, 1571862225261, 1571862225279, 1571862225559, 298, 280, 18
2, 1571862268342, 1571862268372, 1571862269614, 1272, 1242, 30
3, 1571862674626, 1571862674656, 1571862675987, 1361, 1331, 30
4, 1571862694702, 1571862694732, 1571862696023, 1321, 1291, 30
5, 1571862734768, 1571862734790, 1571862736024, 1256, 1234, 22
6, 1571863067836, 1571863067866, 1571863068292, 456, 426, 30
7, 1571863128109, 1571863128142, 1571863128424, 315, 282, 33
8, 1571863208551, 1571863208580, 1571863209491, 940, 911, 29
9, 1571863248619, 1571863248648, 1571863249516, 897, 868, 29
10, 1571863311929, 1571863311958, 1571863312644, 715, 686, 29
11, 1571863392313, 1571863392344, 1571863392959, 646, 615, 31
12, 1571863443628, 1571863443654, 1571863444843, 1215, 1189, 26
13, 1571863483720, 1571863483750, 1571863485041, 1321, 1291, 30
14, 1571863564154, 1571863564183, 1571863564969, 815, 786, 29
15, 1571863625517, 1571863625546, 1571863626023, 506, 477, 29
16, 1571863685896, 1571863685923, 1571863686115, 219, 192, 27
17, 1571863726071, 1571863726098, 1571863727388, 1317, 1290, 27
18, 1571863806525, 1571863806551, 1571863807350, 825, 799, 26
19, 1571863866861, 1571863866887, 1571863867366, 505, 479, 26
20, 1571863927225, 1571863927251, 1571863928565, 1340, 1314, 26
21, 1571863987527, 1571863987555, 1571863987997, 470, 442, 28
22, 1571864047903, 1571864047931, 1571864049294, 1391, 1363, 28
23, 1571864108221, 1571864108249, 1571864109475, 1254, 1226, 28
