0, 1571862109999, 1571862110032, 1571862110487, 488, 455, 33
1, 1571862170179, 1571862170195, 1571862170573, 394, 378, 16
2, 1571862249305, 1571862249325, 1571862249669, 364, 344, 20
3, 1571862330540, 1571862330572, 1571862331758, 1218, 1186, 32
4, 1571862349650, 1571862349672, 1571862350847, 1197, 1175, 22
5, 1571862409781, 1571862409813, 1571862411005, 1224, 1192, 32
6, 1571862469979, 1571862470008, 1571862470771, 792, 763, 29
7, 1571862590363, 1571862590393, 1571862590911, 548, 518, 30
8, 1571862650575, 1571862650604, 1571862651943, 1368, 1339, 29
9, 1571862738793, 1571862738821, 1571862740079, 1286, 1258, 28
10, 1571862769869, 1571862769895, 1571862771067, 1198, 1172, 26
11, 1571862830004, 1571862830033, 1571862831205, 1201, 1172, 29
12, 1571862890168, 1571862890214, 1571862891077, 909, 863, 46
13, 1571862950402, 1571862950434, 1571862951198, 796, 764, 32
14, 1571863010609, 1571863010638, 1571863011313, 704, 675, 29
15, 1571863070892, 1571863070912, 1571863071343, 451, 431, 20
16, 1571863130143, 1571863130158, 1571863130448, 305, 290, 15
17, 1571863190439, 1571863190467, 1571863191494, 1055, 1027, 28
18, 1571863250650, 1571863250677, 1571863251641, 991, 964, 27
19, 1571863431510, 1571863431538, 1571863431835, 325, 297, 28
20, 1571863491811, 1571863491838, 1571863492820, 1009, 982, 27
21, 1571863611405, 1571863611445, 1571863612152, 747, 707, 40
22, 1571863671788, 1571863671816, 1571863672266, 478, 450, 28
23, 1571863732130, 1571863732157, 1571863733329, 1199, 1172, 27
24, 1571863792412, 1571863792445, 1571863793373, 961, 928, 33
25, 1571863852761, 1571863852792, 1571863853605, 844, 813, 31
26, 1571863912131, 1571863912158, 1571863912549, 418, 391, 27
27, 1571863976434, 1571863976464, 1571863977048, 614, 584, 30
28, 1571864032799, 1571864032830, 1571864033205, 406, 375, 31
