0, 1571862416832, 1571862416861, 1571862417799, 967, 938, 29
1, 1571862426900, 1571862426926, 1571862427887, 987, 961, 26
2, 1571862537172, 1571862537199, 1571862537927, 755, 728, 27
3, 1571862577325, 1571862577353, 1571862577918, 593, 565, 28
4, 1571862777899, 1571862777927, 1571862779035, 1136, 1108, 28
5, 1571862838039, 1571862838068, 1571862839028, 989, 960, 29
6, 1571862898218, 1571862898249, 1571862899208, 990, 959, 31
7, 1571862958440, 1571862958470, 1571862959183, 743, 713, 30
8, 1571862968504, 1571862968533, 1571862969176, 672, 643, 29
9, 1571863199475, 1571863199490, 1571863200576, 1101, 1086, 15
10, 1571863259715, 1571863259733, 1571863260575, 860, 842, 18
11, 1571863319967, 1571863319996, 1571863320689, 722, 693, 29
12, 1571863370235, 1571863370262, 1571863370656, 421, 394, 27
13, 1571863440598, 1571863440626, 1571863441796, 1198, 1170, 28
14, 1571863490781, 1571863490809, 1571863492087, 1306, 1278, 28
15, 1571863611448, 1571863611474, 1571863612205, 757, 731, 26
16, 1571863681865, 1571863681893, 1571863682382, 517, 489, 28
17, 1571863732160, 1571863732184, 1571863733381, 1221, 1197, 24
18, 1571863802490, 1571863802521, 1571863803448, 958, 927, 31
19, 1571863862829, 1571863862857, 1571863863528, 699, 671, 28
20, 1571863923194, 1571863923222, 1571863923535, 341, 313, 28
21, 1571863983470, 1571863983498, 1571863984054, 584, 556, 28
22, 1571864043868, 1571864043898, 1571864044161, 293, 263, 30
23, 1571864104191, 1571864104218, 1571864105300, 1109, 1082, 27
