0, 1571862106970, 1571862106998, 1571862107516, 546, 518, 28
1, 1571862141060, 1571862141092, 1571862141515, 455, 423, 32
2, 1571862281435, 1571862281463, 1571862282630, 1195, 1167, 28
3, 1571862316508, 1571862316534, 1571862319790, 3282, 3256, 26
4, 1571862386708, 1571862386737, 1571862387745, 1037, 1008, 29
5, 1571862526113, 1571862526142, 1571862527129, 1016, 987, 29
6, 1571862561265, 1571862561292, 1571862561852, 587, 560, 27
7, 1571863083953, 1571863083971, 1571863084301, 348, 330, 18
8, 1571863084972, 1571863084986, 1571863085305, 333, 319, 14
9, 1571863322998, 1571863323025, 1571863323596, 598, 571, 27
10, 1571863358140, 1571863358167, 1571863358693, 553, 526, 27
11, 1571863434540, 1571863434567, 1571863435835, 1295, 1268, 27
12, 1571863510962, 1571863510988, 1571863511900, 938, 912, 26
13, 1571863547081, 1571863547112, 1571863547880, 799, 768, 31
14, 1571863617480, 1571863617510, 1571863618001, 521, 491, 30
15, 1571863661697, 1571863661722, 1571863662271, 574, 549, 25
16, 1571863731101, 1571863731128, 1571863732227, 1126, 1099, 27
17, 1571863802455, 1571863802486, 1571863803390, 935, 904, 31
18, 1571863872893, 1571863872924, 1571863873597, 704, 673, 31
19, 1571863907098, 1571863907126, 1571863907581, 483, 455, 28
20, 1571863988555, 1571863988582, 1571863989078, 523, 496, 27
21, 1571864034832, 1571864034859, 1571864035150, 318, 291, 27
22, 1571864111277, 1571864111305, 1571864112202, 925, 897, 28
23, 1571864146429, 1571864146447, -1, -1, -1, -1
