0, 1571862876129, 1571862876156, 1571862877119, 990, 963, 27
1, 1571862906280, 1571862906295, 1571862907096, 816, 801, 15
2, 1571862936347, 1571862936363, 1571862937133, 786, 770, 16
3, 1571863056768, 1571863056795, 1571863057425, 657, 630, 27
4, 1571863117045, 1571863117075, 1571863117403, 358, 328, 30
5, 1571863147230, 1571863147257, 1571863148422, 1192, 1165, 27
6, 1571863207523, 1571863207551, 1571863208478, 955, 927, 28
7, 1571863294885, 1571863294913, 1571863295671, 786, 758, 28
8, 1571863359168, 1571863359195, 1571863359643, 475, 448, 27
9, 1571863419439, 1571863419470, 1571863419887, 448, 417, 31
10, 1571863509934, 1571863509962, 1571863510928, 994, 966, 28
11, 1571863600312, 1571863600339, 1571863601025, 713, 686, 27
12, 1571863630551, 1571863630582, 1571863631131, 580, 549, 31
13, 1571863721041, 1571863721067, 1571863722253, 1212, 1186, 26
14, 1571863781375, 1571863781402, 1571863782243, 868, 841, 27
15, 1571863811608, 1571863811636, 1571863812291, 683, 655, 28
16, 1571863902065, 1571863902094, 1571863902529, 464, 435, 29
17, 1571863962394, 1571863962421, 1571863962998, 604, 577, 27
18, 1571864022733, 1571864022761, 1571864023026, 293, 265, 28
19, 1571864083086, 1571864083113, 1571864084111, 1025, 998, 27
20, 1571864143364, 1571864143394, 1571864144213, 849, 819, 30
